Id,SalePrice
1461,119211.93061142058
1462,155646.47594987534
1463,185290.55622875944
1464,200142.04523871094
1465,201087.24544206413
1466,170078.29589343054
1467,175556.21342731873
1468,162817.3003148245
1469,199105.13730266906
1470,119050.89472972277
1471,181011.0028600542
1472,96093.14056446614
1473,93554.87043957425
1474,142019.71098563538
1475,108005.26777781291
1476,360217.3729156547
1477,249382.5831997731
1478,301876.8017652431
1479,288430.7441437033
1480,470235.219473994
1481,333159.1705346194
1482,213913.6371632496
1483,180375.32065382396
1484,159383.6247750107
1485,194701.89782586662
1486,193941.5331844846
1487,335042.190611591
1488,237264.13195072464
1489,195613.79590795867
1490,247351.0217454812
1491,194566.703655355
1492,91031.84841124632
1493,189121.69911442557
1494,294130.4315556926
1495,290379.7158877875
1496,237937.06158852964
1497,179156.45319550906
1498,172263.66868836226
1499,162463.13291491347
1500,159878.32083859332
1501,177970.55018356143
1502,141685.85126573103
1503,284205.2554608405
1504,240591.83052768852
1505,226295.46792709286
1506,192836.86435801967
1507,243045.86658597607
1508,203902.80098751723
1509,161605.2758374603
1510,143799.9441222289
1511,155396.30262712206
1512,169456.73567218642
1513,147324.72460798174
1514,151693.48378305553
1515,194456.06940977933
1516,157167.3179222869
1517,176066.22452541228
1518,131860.97881456473
1519,205476.1248778447
1520,127832.51639388037
1521,132588.54321029922
1522,179698.56204420477
1523,111646.07834789401
1524,133991.7631408702
1525,118272.31816616666
1526,111952.28630852826
1527,107001.07690130669
1528,141549.12866256648
1529,155284.27419984972
1530,188238.8021924672
1531,103889.45453378983
1532,95811.31598384347
1533,151338.11188598172
1534,129828.79480731935
1535,149578.41078176786
1536,109037.9855610313
1537,60425.06718655751
1538,151892.55963786764
1539,188204.16438472562
1540,93221.32878417001
1541,144652.07730369383
1542,144675.96003351195
1543,187182.24161025914
1544,85949.12259634549
1545,117977.03832159244
1546,136661.86967266188
1547,129954.86182053985
1548,141937.99292082014
1549,122693.74124733507
1550,134601.43462545186
1551,105427.9360801919
1552,131425.44360052957
1553,147912.3349183644
1554,117035.27306321997
1555,166652.0691431013
1556,83378.76236263436
1557,108058.51155000085
1558,100742.58387188824
1559,69358.7392026865
1560,128148.49953097256
1561,130676.53234948947
1562,131004.72174776244
1563,122583.63253447782
1564,157124.07020045983
1565,147605.54878397126
1566,248181.3949345937
1567,77020.00843307511
1568,242108.10601842316
1569,135560.83243347515
1570,136390.50632692888
1571,129190.4281806131
1572,144643.21626456632
1573,224031.01546247004
1574,120809.67395680062
1575,232915.71951064948
1576,249424.41024918042
1577,180185.6417376346
1578,142819.02758557934
1579,150177.15003264663
1580,197688.09196217696
1581,157542.8865777878
1582,124995.25315082188
1583,289573.0208691846
1584,213592.12385866835
1585,134033.8618088379
1586,63960.42663657236
1587,106469.63849316568
1588,159024.5952978976
1589,98562.07031187587
1590,135393.60718068096
1591,95170.80766251362
1592,120427.42327588217
1593,120248.79033094946
1594,120498.22063765451
1595,109067.48244744973
1596,215777.76095873583
1597,200374.6277883164
1598,238371.09879975996
1599,166723.06275803054
1600,155866.8894228651
1601,62999.93589593654
1602,115414.47250395786
1603,69075.46484594668
1604,274666.53977296565
1605,238742.66918238948
1606,165443.42532799736
1607,178538.4270886035
1608,220427.03712096816
1609,181343.5154358389
1610,155652.83420844583
1611,143135.02748919686
1612,171361.81688010518
1613,166663.89167650693
1614,130039.41835902678
1615,92265.01261814065
1616,77947.51246422908
1617,91963.63242310075
1618,127771.34686321553
1619,134384.26931216312
1620,145851.07677997724
1621,137073.2861491287
1622,137577.70001771286
1623,251573.99006635975
1624,206382.7857496409
1625,115582.89678902455
1626,170125.0154501795
1627,194968.73417360132
1628,277821.2364273336
1629,183324.52784285514
1630,351719.3889021209
1631,235476.5398080163
1632,251843.20183998568
1633,172643.8306016781
1634,184728.66455560873
1635,170535.068347353
1636,147510.31850991
1637,205085.01568616694
1638,172780.6227760272
1639,189011.46477848635
1640,247908.93138494913
1641,187253.6478948125
1642,243985.95741966343
1643,205283.59587202282
1644,235610.28540493597
1645,198576.36378088497
1646,154738.5104432871
1647,157486.84489703792
1648,126570.28822883572
1649,139965.63807553853
1650,111507.3733317916
1651,118894.93658927474
1652,96611.29248003603
1653,98947.424291241
1654,138607.95116398798
1655,129350.1675764081
1656,138329.40084784408
1657,143455.73131592426
1658,139359.49051024253
1659,113648.87126225367
1660,154654.8882271381
1661,437665.3596231863
1662,388134.8316425909
1663,371459.4096118955
1664,468249.5682159886
1665,303060.17072261614
1666,331107.0842493618
1667,371685.2637651366
1668,338931.4631979786
1669,298521.2234962434
1670,337431.4053234618
1671,257835.5420108598
1672,392690.6949326332
1673,284202.19561116426
1674,234261.4188588702
1675,198673.7486870735
1676,197011.3562420667
1677,225432.3335904777
1678,441417.7281417689
1679,385847.35687853536
1680,332457.67367452563
1681,246161.44717929067
1682,316446.8638337923
1683,184233.1560101225
1684,169033.25947010206
1685,170386.78847948066
1686,164972.91213281188
1687,170752.09207822828
1688,187012.2635084705
1689,189381.45248279025
1690,193410.99234507393
1691,184462.81573145557
1692,261068.0508234327
1693,167686.83935475312
1694,181645.51610725885
1695,164437.23165678815
1696,260373.76763664436
1697,171305.55336779333
1698,336424.5334540682
1699,303643.3885040739
1700,253810.0538347979
1701,269660.24112954404
1702,241784.89814366025
1703,239716.64141124242
1704,267279.1030060433
1705,238045.54483742738
1706,428923.38368759974
1707,211627.12936597288
1708,202403.9283852591
1709,261780.8313351944
1710,221935.4593067588
1711,279089.19431652775
1712,250654.11598856555
1713,270185.602633867
1714,220942.69515397944
1715,206824.8966366111
1716,181697.01519154254
1717,174988.16156569365
1718,137695.88660190222
1719,214157.238083698
1720,235261.78093089384
1721,155995.13703360927
1722,121340.37267186554
1723,149748.62919737655
1724,198950.21399261997
1725,231324.75211975278
1726,180397.19738991858
1727,154467.837515767
1728,163935.3139051536
1729,168667.65440235057
1730,152348.71600126658
1731,116313.1901927841
1732,123203.39849447734
1733,109479.7621974995
1734,115690.19110546193
1735,113416.29202309868
1736,103017.83237944238
1737,280534.3468744705
1738,255668.2733032336
1739,228343.67029253443
1740,215048.00758656906
1741,191166.4969049462
1742,170526.13160820192
1743,176086.43136050616
1744,312796.8134122775
1745,214972.74284523225
1746,181093.55183536126
1747,223417.07504762828
1748,208659.7647899132
1749,138065.71247447017
1750,123139.60630756918
1751,243519.56327585588
1752,113290.25565642642
1753,150846.98888022502
1754,193036.30973495822
1755,168211.56886322613
1756,121338.8191114397
1757,119277.78251286864
1758,145465.35580896036
1759,163645.6908370027
1760,159044.70686654228
1761,148485.28765889868
1762,174435.50668066982
1763,194083.4365446156
1764,110778.73731471332
1765,162650.45535925642
1766,186921.4504076764
1767,216505.1329436802
1768,138952.02703279784
1769,168381.20176286687
1770,151265.50007074777
1771,119491.3474679191
1772,130509.38365422777
1773,118678.8570660377
1774,139907.93081339635
1775,140013.36298569513
1776,125608.32012692759
1777,105553.07970887797
1778,136501.46174711984
1779,121667.84126789794
1780,177431.99791345734
1781,124001.02446485998
1782,85669.44622336767
1783,138796.91785961913
1784,112284.06213051724
1785,120049.94313500907
1786,135877.2787900329
1787,164099.3847287744
1788,59602.47012072898
1789,94828.85364758076
1790,78012.91294799537
1791,177423.54560869452
