Id,SalePrice
1461,118652.63470134336
1462,162426.8903100927
1463,184063.73534334323
1464,199806.3418650767
1465,197150.04179053742
1466,168060.3634931066
1467,175579.8751916714
1468,162145.00486733977
1469,196964.89404006174
1470,121821.70522889521
1471,177912.58247518798
1472,95821.75379594127
1473,94342.49022374926
1474,142519.3582360158
1475,109483.97076255291
1476,360598.32761764864
1477,251163.72015337745
1478,295612.05230379757
1479,282593.56085872126
1480,484988.06257971824
1481,338956.9637553204
1482,214561.58824852985
1483,178969.41049586234
1484,161261.21732932952
1485,193029.36950044066
1486,193009.64461454938
1487,337992.63923346036
1488,243293.78767239122
1489,192547.9108324672
1490,239261.96578296478
1491,193320.18374999223
1492,88263.82733607214
1493,176738.55518276858
1494,293655.1387653966
1495,289059.2549872664
1496,234137.48174441728
1497,175162.19903964826
1498,167801.00326986416
1499,158873.21190054808
1500,155555.66141540676
1501,176113.986613748
1502,139343.10571257025
1503,291502.4625069456
1504,239975.17166215047
1505,224429.0057323701
1506,194076.73280392357
1507,244022.59897608374
1508,202025.51457185377
1509,161411.7831820071
1510,144386.77870217207
1511,152048.9592320718
1512,168700.06474296833
1513,145589.98906854962
1514,156228.49214962116
1515,189302.68703795178
1516,157774.89048681932
1517,177504.38615594798
1518,131290.86361206512
1519,210660.07358368716
1520,128533.78168593707
1521,134464.90093061174
1522,179255.2235010564
1523,110163.96467413242
1524,131750.0663099878
1525,120028.56742125266
1526,112339.68450050845
1527,105106.36703243933
1528,139104.3450039123
1529,154509.45387148907
1530,185943.67464285673
1531,101904.47762247981
1532,95121.57993246471
1533,150861.80458732208
1534,128349.9593446712
1535,149983.69886076002
1536,108784.15784024555
1537,56675.48150280966
1538,155471.0701514244
1539,183403.01688338313
1540,94927.87618606242
1541,147708.58733377437
1542,139220.33371800891
1543,192720.51112253976
1544,84918.14604907604
1545,113627.44006640761
1546,135437.30828612077
1547,124881.16897157082
1548,138876.50485582682
1549,118855.53355618303
1550,132107.4521486674
1551,102491.11588810463
1552,128756.92031688037
1553,150124.7151585995
1554,116898.2668511881
1555,165505.55791911864
1556,81012.4788011658
1557,103803.40655486357
1558,101279.8921722194
1559,74493.93667465943
1560,129929.21976508755
1561,128089.95462927355
1562,131196.23173251655
1563,122220.12939228596
1564,155903.60739769315
1565,146450.61563522794
1566,247910.68087442513
1567,75921.76111441756
1568,242828.4848510235
1569,134775.22111982267
1570,137360.254326454
1571,121794.93196297396
1572,144048.3066810408
1573,233857.931625544
1574,119045.19702986263
1575,231398.73510505017
1576,252856.2421668077
1577,179696.82816915936
1578,143444.3682127639
1579,148851.62489678877
1580,194986.02266952817
1581,159722.11514387978
1582,123765.72575889817
1583,300616.9094253677
1584,212209.43662648363
1585,135350.73295466558
1586,65778.16812624728
1587,105976.37534485797
1588,153286.44415419534
1589,100500.6273223244
1590,132755.13362086998
1591,95479.24771207722
1592,122028.77988003343
1593,123714.16594045002
1594,115966.69419568783
1595,104795.85419785627
1596,211207.9273555143
1597,194589.00970488912
1598,232621.7582742928
1599,174067.8634551702
1600,163781.4236332346
1601,63133.374779643855
1602,113784.35455253036
1603,78309.89720583353
1604,271637.1940671532
1605,245304.62017876288
1606,163707.56019444743
1607,174322.4014537828
1608,220308.0219072249
1609,179162.58758034487
1610,150634.85763082028
1611,140682.2267996631
1612,166649.23902729226
1613,164994.55634763214
1614,121794.41678651093
1615,91757.89018872943
1616,78339.99131005407
1617,91337.36078214456
1618,125122.40138997356
1619,141736.8515629585
1620,149896.71722281462
1621,134693.50029907958
1622,138135.10883552098
1623,251689.78820552726
1624,208316.76764039503
1625,115847.58656771197
1626,167061.6126567442
1627,194063.04865171324
1628,279795.72647011105
1629,182766.60737555215
1630,344869.1705947603
1631,232118.5555271356
1632,248055.34851976734
1633,169668.28487976137
1634,184614.18137549923
1635,170661.41573744628
1636,145772.33947701807
1637,202239.99773999272
1638,176027.65009614913
1639,186479.35097021135
1640,246587.91934843623
1641,183245.09381925658
1642,236472.1156444867
1643,209033.93884707877
1644,236239.68203324045
1645,187817.02842728593
1646,153606.47090270906
1647,157458.7544009601
1648,126931.95828846746
1649,140093.98695143976
1650,109833.38632817804
1651,118016.25620581204
1652,97651.89295069537
1653,101366.58897136881
1654,137956.65173612858
1655,131288.0055177431
1656,138131.4931811593
1657,143538.1806849848
1658,140148.63059197474
1659,116370.67131512433
1660,154963.0316666491
1661,441650.60065282724
1662,385686.5229865679
1663,366637.0143976291
1664,466652.6078554887
1665,295552.0077062336
1666,324624.0535782918
1667,371589.30834544543
1668,331366.51757467055
1669,294668.09658098756
1670,336111.1037851526
1671,258677.1829682031
1672,402014.65573986457
1673,290922.89763870626
1674,237392.78133729045
1675,194543.0934028324
1676,192649.62405368823
1677,225631.79031996362
1678,463700.09733390063
1679,382394.3597244799
1680,329592.42870719224
1681,239145.54662857202
1682,312208.6231346408
1683,182052.9712564088
1684,170511.68380009994
1685,167817.9738350867
1686,167232.80336712315
1687,167155.15355638103
1688,187058.2089179375
1689,188993.09175338998
1690,194785.10062482074
1691,183940.40237199687
1692,259830.4500730229
1693,167733.16969480037
1694,181060.53787768685
1695,161287.23565418145
1696,266989.53213658434
1697,169658.71157206863
1698,337003.1557606282
1699,309413.0034080651
1700,250488.20468784723
1701,268024.1171972906
1702,244324.21678523254
1703,243347.13388805013
1704,275020.2312117171
1705,237431.65181562037
1706,405125.4895555042
1707,205329.89998988228
1708,200607.684332167
1709,267601.9120568389
1710,223006.131697565
1711,278655.3929826012
1712,251800.59548481682
1713,265382.3978995942
1714,222475.39479431158
1715,204369.6649606077
1716,181958.98063902662
1717,175905.61361506858
1718,136268.77321840147
1719,210673.6551449464
1720,236386.7665348235
1721,158078.06105582122
1722,121717.01030651187
1723,150760.7751381386
1724,197059.41643256575
1725,230048.58794645016
1726,177226.24191051425
1727,152813.85504023707
1728,168897.79842795143
