Id,SalePrice
1461,126653.234
1462,161740.61
1463,197940.42
1464,187296.28
1465,180835.67
1466,171306.12
1467,169732.12
1468,152911.2
1469,178681.48
1470,123150.01
1471,206964.6
1472,102613.39
1473,100512.59
1474,139587.97
1475,121328.984
1476,368795.34
1477,250020.98
1478,263077.4
1479,277582.06
1480,443634.25
1481,323504.6
1482,193606.8
1483,178953.66
1484,156943.4
1485,185389.64
1486,190460.36
1487,325843.56
1488,257530.81
1489,196033.25
1490,216705.81
1491,185817.45
1492,82296.984
1493,166741.05
1494,316192.38
1495,281378.78
1496,243285.66
1497,180881.55
1498,166354.61
1499,162477.75
1500,147210.81
1501,177793.84
1502,141751.56
1503,279760.78
1504,255248.78
1505,218841.64
1506,185922.75
1507,229664.34
1508,206022.48
1509,169446.19
1510,151651.8
1511,155725.9
1512,173305.61
1513,147716.66
1514,167992.27
1515,172581.88
1516,156441.45
1517,142170.45
1518,139292.48
1519,233375.83
1520,133596.2
1521,148283.08
1522,168645.42
1523,114886.93
1524,118838.68
1525,120845.48
1526,122744.086
1527,95760.766
1528,139487.23
1529,155813.86
1530,166482.22
1531,105236.54
1532,104732.02
1533,150265.55
1534,111991.836
1535,151006.4
1536,111730.47
1537,69949.12
1538,153212.2
1539,199746.84
1540,93929.26
1541,133868.77
1542,128405.3
1543,194143.36
1544,76644.805
1545,112135.26
1546,126039.44
1547,119949.19
1548,124590.625
1549,119343.52
1550,147796.84
1551,111228.125
1552,145705.69
1553,156687.38
1554,103369.1
1555,179139.44
1556,80036.06
1557,111355.28
1558,92865.93
1559,98408.81
1560,143160.53
1561,125908.24
1562,117107.43
1563,112607.87
1564,154720.17
1565,146538.89
1566,236503.39
1567,77394.9
1568,200130.11
1569,129546.875
1570,137448.62
1571,119737.06
1572,141755.08
1573,253978.6
1574,109688.055
1575,219981.84
1576,213038.67
1577,202219.98
1578,133709.14
1579,148271.48
1580,188699.03
1581,155627.33
1582,131056.57
1583,336504.84
1584,221822.03
1585,136144.03
1586,63763.754
1587,110122.83
1588,154245.19
1589,115763.055
1590,131705.72
1591,96127.13
1592,134786.25
1593,134697.7
1594,122323.74
1595,118775.234
1596,240134.34
1597,186691.73
1598,221469.03
1599,154441.55
1600,165334.62
1601,49413.19
1602,109907.95
1603,71994.62
1604,266161.0
1605,247277.64
1606,176694.11
1607,151345.06
1608,218573.83
1609,199117.11
1610,139836.47
1611,140870.47
1612,153575.88
1613,164907.72
1614,119369.59
1615,94250.586
1616,79593.664
1617,90694.43
1618,122409.4
1619,146633.94
1620,180692.25
1621,135517.19
1622,149801.67
1623,282586.22
1624,202015.28
1625,125385.44
1626,159963.62
1627,169982.4
1628,283119.0
1629,178178.14
1630,369737.38
1631,196922.36
1632,245354.0
1633,169809.69
1634,187512.36
1635,178039.7
1636,150750.12
1637,185602.27
1638,194083.56
1639,178782.22
1640,235050.39
1641,160779.42
1642,224276.55
1643,234225.34
1644,235175.95
1645,182340.22
1646,151511.58
1647,162278.44
1648,139775.27
1649,135730.86
1650,112872.14
1651,131304.78
1652,94127.98
1653,93084.234
1654,150477.22
1655,149498.55
1656,137562.45
1657,153242.16
1658,130330.54
1659,122089.25
1660,152054.97
1661,409492.03
1662,391622.25
1663,401032.47
1664,400201.5
1665,285590.8
1666,270703.8
1667,301356.8
1668,313178.7
1669,249668.58
1670,332195.8
1671,285420.62
1672,421411.47
1673,278353.22
1674,265889.53
1675,186471.8
1676,183065.94
1677,205668.14
1678,422194.7
1679,359667.9
1680,337770.34
1681,214348.27
1682,328030.78
1683,172878.56
1684,166651.23
1685,170903.89
1686,172978.83
1687,156293.67
1688,183621.78
1689,189529.2
1690,201793.84
1691,170885.8
1692,281986.7
1693,158344.12
1694,184904.77
1695,160258.48
1696,276109.88
1697,171107.58
1698,326937.38
1699,292594.66
1700,252308.23
1701,286041.38
1702,237118.14
1703,261896.38
1704,285867.94
1705,197151.05
1706,420716.38
1707,204853.42
1708,220889.6
1709,308810.3
1710,193334.28
1711,258167.7
1712,270401.7
1713,276839.72
1714,208364.56
1715,197561.34
1716,185434.02
1717,161452.42
1718,127341.77
1719,174279.17
1720,241473.42
1721,164289.55
1722,133078.8
1723,163761.3
1724,191641.56
1725,237677.12
1726,175114.69
1727,158919.0
1728,184935.98
1729,161323.44
1730,141120.31
1731,109154.19
1732,134210.45
1733,107192.695
1734,118603.63
1735,138317.28
1736,118655.68
1737,340790.8
1738,205885.78
1739,251254.12
1740,210898.12
1741,180415.02
1742,177667.39
1743,177058.3
1744,321430.62
1745,220570.47
1746,179245.56
1747,211092.11
